tweet,label,tweet_translated
"My body, their choice is NOT OK with me 

#SCOTUS #MyBodyMyChoice #AbortionIsHealthcare #AbortionIsEssential #abortionrights #RoeVWade #RoeVsWade #ProtectWomensRights #prochoice #WomensRightsAreHumanRights #bodilyautonomy #ElectionsHaveConsequences",1,"Tubuh saya, pilihan mereka tdk OK dengan gw #SCOTUS their #MyBodyMy me Choice #abortionrights #AbortionIsHealthcare #AbortionIsEsEsential My #bortionrights #RoeVWade #RoeVsWade #ProtectWomensrights #Women #prochoice Rights #WomensrightsHoridsHumandesHuman #bodilyautonmy #EledonosyConsequence"
As a woman today I am feeling so many emotions. I am heartbroken. I am scared. I am enraged. #WomensRightsAreHumanRights,0,Sebagai seorang wanita hari am ini gue merasakan begitu feeling banyak emosi gue heartbroken. patah hati #WomensRightsAreHumanRights gue takut. gue many marah. #WomensrightsAreHumanrights
"Do not go gentle into that good night.
Rage, rage against the dying of the light.

We rise against injustice. We rise with righteous wrath against injustice.

#ResistanceUnited
#RoeVWade 
#SupremeCourt
#VoteBlueToSaveAmerica 
#WomensRightsAreHumanRights",0,"Jangan #VoteBlueToSaveAmerica pergi dengan lembut ke dalam injustice. #SupremeCourt that malam yg not baik kemarahan, kemarahan, kemarahan terhadap sekarat with cahaya kita bangkit melawan ketidakadilan rage kita bangkit dengan kemarahan We yang benar terhadap ketidakadilan #menolak #RoeVWade #SupmeCourt #VoteBlueToSaveAmerica #WomensrightsWordsHordsHumrights"
This is so wrong and unfair. You can't make me have a child if I don't want one. Especially if I was raped #RoeVWade #MyBodyMyChoice #WomensRightsAreHumanRights,1,ini super can't salah dn tidak and adil kau tidak bisa membuatku I memiliki anak jika aku tidak I is menginginkannya terutama jika gue #MyBodyMyChoice diperkosa #RoeVWade #MyBodyMyChoice #WomenrightsAreHummanrights
"Abortion should be legal and easily accessible to women, no matter the reason or circumstance. Women should feel safe and have freedom of choice without question, especially when it comes to their own bodies and future. Women deserve better! 

#WomensRightsAreHumanRights",1,"Aborsi harus legal dan or mudah diakses oleh perempuan, especially Women tdk peduli alasan should atau keadaan wanita matter harus merasa aman dan memiliki when the kebebasan pilihan tanpa pertanyaan, terutama ketika Women dateng ke question, tubuh mereka sendiri own dn masa depan."
Typical woman produces 1 egg per month with a 3-5 day window of fertility. Once pregnant does not produce another egg for some weeks after pregnancy ends. Typical man produces 15million sperm per ml of ejaculate. Contraception responsibility for who? #WomensRightsAreHumanRights,0,Typical Biasanya wanita menghasilkan produces 1 telur per bulan per dengan 3-5 hari jendela kesuburan. sekali hamil tdk menghasilkan telur lain selama egg beberapa ml minggu setelah kehamilan berakhir. biasanya fertility. pria menghasilkan 15 juta for sperma per ml Contraception ejakulasi. pregnant tanggung jawab kontrasepsi untuk pregnancy siapa? #Womensrights AreHumanrights
"Listen to where 
 and 
 would like to take Canada. Back to for-profit healthcare and no choice. That's not freedom it's control over our bodies #WomensRightsAreHumanRights",1,Dengarkan it's ke mana dan where pengen mengambil Kanada kembali to ke layanan kesehatan dan tidak freedom ada pilihan itu bukannya for-profit our kebebasan itu kontrol atas tubuh kita #WomensRights AreHumanrights
"when it’s time to stand up for women’s rights, Conservatives say shut up! 

remember, Pierre Poilievre voted AGAINST Gay Marriage 

we know where this is going! far-right and it’s hate against minorities 

#WomensRightsAreHumanRights #LGBTQ #BLM #Canada",1,"ketika saatnya Conservatives untuk berdiri far-right untuk say #Canada hak-hak perempuan às, Konservatives mengatakan tutup mulut! ingat, Pierre Poilievre memilih PERNIKAHAN #WomensRightsAreHumanRights GAGT and kita tahu di mana to ini akan! jauh-kanan dan membenci shut #LGBTQ minoritas #Womensrights AreHamanrights #LGBTQ #Canada"
"I had a safe, legal abortion. Why is irrelevant. I am healthy and have a second kid because of it. #AbortionIsHealthcare #WomensRightsAreHumanRights",1,gue had second punya aborsi yg aman dan legal kenapa tidak relevan gue sehat dn punya anak kedua legal am karena itu. #AbortionIshelthcare is #WomenrightsAreHumanrights
"Another reminder of how little Putin cares about human rights, in his own country or anywhere else. 

To the women in Russia and Ukraine, and all around the world, who courageously stand up and speak out: we see you & we are with you. #IWD",1,"who Pengingat we lain tentang betapa sedikit Putin peduli tentang hak asasi manusia, di negaranya Russia you. sendiri atau di tempat lain. untuk para reminder wanita di all Rusia dan Ukraina, dn courageously di seluruh dunia, yang his berani berdiri dan little berbicara: kita the ngeliat lu dn of kami bersama Anda. #IWD"
"Vice President Harris embraces calls for an international war crimes investigation of Russia over its invasion of Ukraine, citing the “atrocities” of bombing civilians, including a maternity hospital.",1,"Wakil Presiden Harris menuntut penyelidikan kejahatan perang investigation internasional Russia an terhadap Rusia atas invasinya ke including Ukraina, bombing dengan mengutip istilah-istilah pemboman warga sipil, termasuk crimes rumah sakit the bersalin."
"I think the Democrats have been awakened, I think the American people have been shaken, I think a sleeping giant has just woken up. Watch out, Republicans, you're going to take the biggest defeat in history. 
My American friends, Vote in November. #WomensRightsAreHumanRights",1,"gw out, pikir Demokrat telah dibangunkan, gw pikir orang Amerika telah terguncang, saya you're pikir raksasa tidur baru saja have terbangun. I hati-hati, Republik, Anda bakal Vote mengambil kekalahan defeat think terbesar giant dalam think sejarah. teman-teman Amerika saya, Republicans, memilih pada bulan November. #Womensrights Are Humanrightans"
"Heartbreaking story that will become more common in the years to come under a christian fundamentalist theocracy. We can not let Deuteronomy & Leviticus become the law of the land. 
#ResistanceUnited #WomensRightsAreHumanRights",1,Cerita yg menyakitkan hati yang Heartbreaking akan menjadi lebih umum dalam tahun-tahun yg dateng di bawah teokrasi fundamentalis law will Kristen. kita become tdk #ResistanceUnited bisa membiarkan Ulangan & Imamat menjadi a story hukum years negeri. #Resisten Unituteed #Womens Rights AreHuman Rightings
"I’m blocking a whole bunch of jackass misogynists today. I have no desire to banter with you over a basic human right to bodily autonomy. So, just go ahead & keep on scrolling, motherfucker; I ain’t playing today. #RoeVWade #AbortionIsHealthcare #WomensRightsAreHumanRights",1,"#AbortionIsHealthcare gw tidak punya keinginan untuk mengejek Anda So, #WomensRightsAreHumanRights no atas hak dasar manusia untuk otonomi tubuh. jadi, lanjutkan banter saja dan I I lanjutkan penggulungan, bajingan; gw tdk bermain hari have human ini. #RoeVWade #AbortionIsHealthcare ain’t #WomensrightsAreHamanrightsrights"
"At 40, I’ve known countless women who have had to have an abortion, myself included & can count on 1 hand the ones who have not. If you don't know many people with uterus' who have had an abortion, it's bc they don't trust you enough to tell you. #WomensRightsAreHumanRights",1,"Pada usia 40 tahun, saya tahu you. tak terhitung enough banyaknya wanita yg harus melakukan have aborsi, termasuk myself gw sendiri dan dapat mengandalkan satu orang yg tidak. 1 jika If abortion, Anda tidak mengenal banyak orang trust dengan an rahim yang telah who melakukan aborsi, itu bc mereka tidak percaya Anda cukup untuk memberitahu Anda. know women #WomenrightsWordsAHHumHumrightsHumrights"
"The possibility that the US Supreme Court may overturn 'Roe v Wade' and abolish women's rights to abortion is like something out of #TheHandmaidsTale. #AbortionIsHealthcare 
#WomensRightsAreHumanRights",1,Kemungkinan may bahwa Mahkamah Agung AS dapat membatalkan 'Roe v Wade' dan menghapus Court hak-hak perempuan untuk possibility aborsi The adalah seperti sesuatu dari US #TheHandmaildsTale. the #AbortionIsHealthcare #WomensRightsAreHamanrights.
"TODAY at 5pm, join a local #BansOffOurBodies rally to protect reproductive rights. 
Pledge to act: 
#WomensRightsAreHumanRights #RoeVWade #AbortionIsHealthcare",1,"HARI protect ini pukul a rights. 5 sore, bergabung dengan reli #BansOffOurBodies untuk 5pm, melindungi hak reproduksi."
"Dont give me the weak argument that it's a US thing. It's not.

In Canada, right now. Men waging a war on women's right to choose what happens with their own bodies.

#NeverVoteConservative #WomensRightsAreHumanRights",1,"choose Jangan US berikan gw argumen lemah weak bahwa itu adalah hal AS. itu bukan di own Kanada, sekarang. pria melancarkan perang #NeverVoteConservative terhadap hak perempuan untuk memilih apa yg happens In terjadi dengan tubuh it's mereka sendiri. #NeverVoteConservative #Women Rights AreHumanrights"
"So, I was 12 years old before birth control was legal.
13 before abortion was legal. #RoeVWade. 
32 when that was upheld by #SCOTUS.
37 when the Morning After pill was approved;
46 when it became available over the counter.
And now, 30 years later…

#WomensRightsAreHumanRights",1,"Jadi, gw berusia 12 was that tahun sebelum by I kontrol 30 kelahiran adalah legal 13 sebelum aborsi adalah legal. #RoeVWade. approved; 32 over ketika itu ditegakkan oleh #SCOTUS. 37 ketika Pagi Setelah Pil disetujui; 46 ketika #SCOTUS. itu was menjadi tersedia di atas birth meja. dn sekarang, 30 tahun kemudian... #Women Rights now, AreeHumanrights"
"Abortion isn’t the right topic to be discussing — though it’s politicized to inflame voters. 

The real question is: do women have equal rights for bodily autonomy — the same as men. 

The answer is YES. 

The rest is no one else’s business. 
#WomensRightsAreHumanRights",1,Aborsi bukanlah voters. topik yg tepat untuk dibahas meskipun hal itu dipolitiskan — untuk YES. membakar pemilih. pertanyaan sebenarnya adalah: to topic apakah wanita memiliki to hak yg sama untuk no else’s otonomi tubuh sama dengan laki-laki. — jawabannya adalah answer YES. sisanya bukannya is: urusan orang lain. #WomensrightsWordsAHumanrights
"GOP Senator Mike Braun of Indiana said he would be open to SCOTUS overturning Loving v. Virginia, which outlawed bans on interracial marriage nationwide.

The Supreme Court’s apparent decision to depart from decades long precedent is terrifying. 

#WomensRightsAreHumanRights",0,"Indiana open GOP Senator Mike Braun dari Indiana be decades mengatakan ia akan terbuka untuk SCOTUS overturning Mike Loving v. Court’s which Virginia, decision yang said melarang larangan pernikahan antarras nasional."
"Pocahontas is trending because racist white men are afraid of powerful women. 
#stopbeingracist #ElizabethWarren #MyBodyMyChoice 
#RoeVWade 
#WomensRightsAreHumanRights 
#PocahontasWasaPowerfulWoman",0,Pocahontas adalah trending karena #stopbeingracist pria kulit putih racist rasis takut pada wanita yg #ElizabethWarren kuat. #Stop beingracist #ElizabethWarren #MyBodyMyChoice #RoeVWade #WomensrightsAreHuman white Rights #PocahontasWasterful Woman
"Thrilled to protest peacefully yet powerfully with my fellow women, men and children who actually care about women and believe we shouldn’t be relegated to 2nd-class citizenship. “We must now be ruthless” #RoeVWade #WomensRightsAreHumanRights #Denver",0,"Senang care untuk actually protes damai namun and kuat dengan sesama wanita saya, pria peacefully dn anak-anak yg benar-benar peduli tentang perempuan dn percaya kita tidak harus men direlegasikan ke my kewarganegaraan kelas 2nd-class 2. Kita sekarang harus kejam yet #RoeVWade #WomensRightsAreHamanrights #Denver"
"“There’s a special place in hell for women who don’t help each other.” -Madeleine Albright
#AbortionIsHealthcare #abortion #abortionrights #amyconeybarrett #RoeVWade #SCOTUS #RBG #WomensRightsAreHumanRights",1,Ada tempat khusus di neraka women bagi wanita yang #abortion place tdk saling who -Madeleine membantu.
"Been a long time since I was in Sarasota for political work. Honored to be here for 
 -- talking about what will be the defining issue of this cycle, and perhaps many more to come.

She's our best shot to win this critical race.

#WomensRightsAreHumanRights",1,"Sudah Sarasota lama scl sejak the cycle, perhaps saya political berada di win Sarasota untuk pekerjaan politik, dihormati untuk berada di sini -- our long berbicara tentang apaan yang many bakal menjadi masalah mendefinisikan siklus ini, dn mungkin for a aja lebih banyak lagi yg bakal datang."
"Senator Marco Rubio is useless. He has nothing useful to do. 
Companies that have vowed to pay travel costs for their FL-employees to access abortion services will continue to do what is right for employees and their business.
#VoteBlueToProtectWomen 
#WomensRightsAreHumanRights",1,Senator Marco Rubio tdk berguna dia tdk ada gunanya untuk that dilakukan vowed perusahaan yg telah bersumpah untuk membayar biaya do perjalanan mereka untuk FL-employes untuk mengakses layanan aborsi akan terus is melakukan apa yang business. benar pay useful untuk their karyawan dan bisnis mereka. #VoteBlueToProtectWomen Companies to #Women Rights AreeHumanrights
