text,tweet_translated,labels
Welcoming $4M to help honor veterans and their loved ones in northwest Louisiana. We always remember our nations heroes. https://t.co/SLSqFzd4r4,Kita help selalu ingat northwest pahlawan ones negara always $4M kita.,0
"Cooper is right, the Senate clearly has the power to try Trump. Republican colleagues should heed Cooper hereas they do on other supposedly tough issues. They must stop trying to dodge their Constitutional duty. https://t.co/ZxqBtgjYKw","colleagues Cooper trying benar, Senat try jelas memiliki kekuatan untuk mencoba Trump power https://t.co/ZxqBtgjYKw rekan-rekan Republik musti mengindahkan Cooper seperti yang seharusnya mereka lakukan Trump. They pada masalah lain yg issues. seharusnya sulit mereka harus berhenti mencoba untuk menghindari tugas konstitusi mereka https://t.co/ZxqBtgjYKw",1
"The American taxpayers are already giving billions of dollars to electric car manufacturers and owners. Electric car buyers dont need more taxpayer money, they have plenty. This is a Democrat giveaway to the rich and certainly a case where more taxpayer dollars aren't necessary. https://t.co/qmzGZ1L1Nh","Para pembayar pajak Amerika sdh to memberikan miliaran dolar kepada produsen mobe listrik dan pemilik mobe listrik pembeli mobe tidak membutuhkan lebih banyak uang dont pembayar pajak, mereka car memiliki banyak. ini adalah pemberian dollars buyers Demokrat kepada org owners. kaya are dan tentu more saja kasus di mana and lebih banyak uang pembayar pajak a certainly tdk diperlukan. https://t.co/qmzGZ1L1Nh.",0
/ @POTUS and  @GovMurphy did what I pressedthe Trump Admin to do for nearly a year! Extending Open Enrollment during a pandemic is a no-brainer and could mean the difference between life and  death. This is theleadership we've needed. https://t.co/pmjazng2P6,/ the death. @PUTUS dn @GovMurphy melakukan and apa is yang gw tekankan Admin Trump untuk dilakukan selama hampir did setahun! Memperpanjang Penggerakan Terbuka selama pandemi adalah @POTUS tidak-otak dn bisa berarti perbedaan antara hidup dn mati. Ini mean adalah kepemimpinan yang kita Trump what no-brainer butuhkan. https://t.co/pmjazng2P6,1
My statement on voting in support of the FY2022 National Defense Authorization Act (NDAA): https://t.co/Zp5Fjq7O1A,Pernyataan gw tentang voting mendukung Undang-Undang Pertahanan Nasional National FY2022 (NDAA): My Defense https://t.co/Zp5Fjq7O1A,0
In these first days: The U.S. has administered more than million shots More than million relief checks have been delivered The U.S. created more than million jobs in the past three monthsthe most in a presidents first days in American history #HelpIsHere,have Pada hari-hari pertama: Amerika Serikat telah ngasih lebih dari juta tembakan U.S. Lebih dari juta cek bantuan kemanusiaan telah disampaikan AS menciptakan days lebih million million dari juta pekerjaan dalam In tiga bulan terakhir paling dalam U.S. hari-hari pertama in presiden dalam sejarah Amerika first #HelpIs days: Here,1
My #99CountyTour continued in Boone Co. where I visited w/leaders of @Fareway_Stores and  highlighted my work to: Support #Iowa biz and  essential workers impacted by COVID Successfully pass + extend a measure to help employees pay down their student debt through their employers https://t.co/3refi0wejX,gw #99CountyTour dilanjutkan di Boone Co. di mana gw through mengunjungi w/leader @Fareway_Stores https://t.co/3refi0wejX dan menyoroti pekerjaan Co. Successfully gw untuk: My Mendukung to: biz #Iowa dn pekerja penting yang dipengaruhi oleh COVID dengan sukses lulus + memperpanjang to ukuran untuk membantu and membayar hutang siswa Boone extend debt mereka melalui majikan mereka https://t.co/3refiwe0jX,0
"The biggest threat to our workforce and economy is the virus that has killed over k people and  shuttered businesses, and we should be using every toolespecially vaccinesto protectour country, economy, our families from it.","Ancaman terbesar bagi tenaga kerja protectour dn ekonomi kita adalah virus yang is telah membunuh orang-orang dan bisnis our yang ditutup, dan kita musti menggunakan setiap it. toole khusus vaksin untuk melindungi negara and kita, ekonomi, keluarga kita should our economy dari hal itu.",1
Jim Thorpe will be remembered as one of the greatest athletes of all time. It is time we restored the truth and the Thorpe legacy. Thats why I am introducing this resolution today alongside my fellow Oklahoma delegation members. Read more below. https://t.co/Dt727t0Upv,Jim Thorpe akan diingat sebagai salah will satu atlet terhebat Oklahoma sepanjang masa ini inilah saatnya kita mengembalikan kebenaran dan more warisan and Thorpe itulah mengapa aku memperkenalkan resolusi ini hari ini bersama of truth anggota delegasi Read Oklahoma ku the baca lebih be lanjut alongside di bawah https://t.co/Dt727t0Upv,0
"Rising inflation, caused by Biden's reckless spending, is a tax on Americas working families. Today, as the debt ceiling expiration nears, I urged @SenSanders to immediately call a hearing of the @SenateBudget Committee on Bidens inflation and  debt crises: https://t.co/ibFTPlBF2o","Peningkatan inflasi, yang disebabkan hearing oleh pengeluaran debt sembrono crises: inflation Biden, adalah the pajak terhadap keluarga pekerja di Amerika. on hari ini, sebagai langit-langit utang berakhir dekat, ceiling saya mendesak @SenSenders untuk a segera memanggil tax sidang Komite @SenateBudget pada inflasi Bidens Committee dn krisis hutang: https://t.co/ibFTPlF2o",0
"I voted in favor of @SenatorFischer's amendment to bar current politicians from voting taxpayer dollars to their own campaigns for their use, but Democrats blocked it.","Saya memilih untuk mendukung amandemen @SenatorFischer untuk melarang use, politisi saat ini memilih uang pembayar pajak untuk own it. kampanye voted mereka sendiri Democrats amendment untuk digunakan, tapi Demokrat memblokirnya.",0
"Heralding crucially needed funds slated for Long Island Sound in the bipartisan-passed infrastructure planpreserving and  improving water quality, habitat, wildlife protection and  more. Its a national gem. https://t.co/14tGnoX7WP","Menyampaikan the dana yg super dibutuhkan untuk Long Island Sound dalam rencana and infrastruktur slated yang dilampaui Long a dan meningkatkan kualitas protection air, habitat, perlindungan satwa liar dan habitat, lainnya.",1
Yesterday I heard from administrators from senior centers on the Eastern Plains on how theyve been devastated by COVID-19. They need our continued support so we can all see the end of this crisis together. https://t.co/zL2X18dZ84,the Kemarin saya mendengar dari administrator dari can pusat the senior di Eastern Plains tentang bagaimana mereka telah crisis hancur oleh COVID-19. so mereka membutuhkan dukungan kita agar kita from semua centers bisa I melihat akhir this dari krisis ini bersama-sama. https://t.co/zL2X18d84,1
"Because of the incredible work federal employees at NIH and FDA do, we were able to develop the COVID-19 vaccine in record time. As @POTUS noted during his visit to NIH, these folks are heroes and represent the best our nation has to offer. Maryland could not be more proud. https://t.co/jblhbHk6Kl","Karena pekerjaan luar biasa and yg dilakukan and pegawai not federal di NIH dn FDA, kita Maryland mampu mengembangkan vaksin COVID-19 incredible dalam waktu singkat seperti yang dicatat oleh @PUTUS selama kunjungannya ke NIH, orang-orang are ini best adalah we pahlawan dn mewakili @POTUS negara develop at kami yg terbaik. Maryland tidak bisa lebih Because bangga. https://t.co/jblhbHk6Kl",1
I'm putting forward legislation to protect #Iowa taxpayer dollars by cutting off funding to organizationslike EcoHealththat violated federal laws and  refuses to cooperate with efforts to discover the origins of COVID. https://t.co/TrqAYQcMri,gw mengajukan undang-undang untuk efforts melindungi uang pembayar pajak #Iowa dengan memotong https://t.co/TrqAYQcMri pendanaan ke organisasi Eco-Alth yang melanggar with hukum federal dn nolakin putting untuk bekerja sama dengan I'm upaya protect untuk menemukan asal-usul dollars legislation COVID. https://t.co/TrqAYQCMri.,0
"No one deserves a toxic shower. No child deserves a cup of water poisoned by lead. No baby deserves a bottle prepared with brown water. In my @Suntimes op-ed, I outlined why we must pass #DWWIA to tackle our water crisisone outdated pipe at a time. https://t.co/4kpj3nZciX","water. tdk ada tackle yang layak mandi beracun. tdk ada anak yg layak mendapatkan air diracuni oleh water a timah. tdk No ada bayi yang layak botol yg disiapkan In must dengan air cokelat. di my @Suntimes op-ed, saya menjelaskan mengapa kita harus melewati #DWIA untuk mengatasi op-ed, pipa air kita krisis lama pada pass time. suatu waktu. https://t.co/4kpj3nZciX",1
"Looking forward to hearing from South Carolinas own, Anthony Jackson from @RoperStFrancis in Charleston. Weve got important work to do and Im looking forward to leading Republicans on the @SenateAgingGOP. Tune in now! https://t.co/k7CNBqrvJE",on Anthony Jackson to Charleston. forward Carolinas from now! dari @RoperStFrancis di in Charleston.,0
"As Administrator of the Small Business Administration, @IsabelCGuzman will help our nations small businesses navigate this crisis and prepare for the day after tomorrow when the pandemic is behind us. I look forward to serving together on behalf of the American people. https://t.co/unG0dNYWDm","Sebagai Administrator dari the Administrasi Bisnis Kecil, https://t.co/unG0dNYWDm behalf @IsabelCGuzman bakal membantu negara-negara kita Small menjalankan krisis ini dn mempersiapkan diri untuk hari this setelah besok Business I ketika pandemi berada di belakang kita. gw together Administrator berharap us. untuk melayani bersama-sama atas nama rakyat Amerika. https://t.co/unG0dNYWDM",1
"I was thrilled to help re-open @DearEvanHansen tonight! And Im so proud we fought to deliver billions to #SaveOurStages to help so many theaters, venues, artists, stagehands, staff, and more! https://t.co/aInThUJo52","Saya sangat senang billions membantu membuka kembali @DearEvanHansen re-open malam to ini! Dan @DearEvanHansen saya super bangga kita berjuang untuk ngasih Im miliaran untuk #SaveOurstages untuk membantu begitu banyak teater, tempat, seniman, stagehands, staf, many https://t.co/aInThUJo52 dn lebih!",1
Huge news! We will soon have three authorized vaccines going out to folks across Montana. Vaccines are what will end this pandemic once and for all. https://t.co/qB255W2ayT,Kita this soon bakal segera memiliki all. tiga vaksin resmi yang bakal and authorized diberikan have kepada orang-orang di Montana.,0
"My ESIC legislation w/@SenWhitehouse would implement a credit phasedown system based on market penetration, reducing credits as technologies increase their market share, instead of allowing Congress to pick winners and losers. https://t.co/ymor8VwSLh https://t.co/hR8XWhs57v","Undang-undang ESIC saya w/@SenWhitehouse bakal mengimplementasikan ESIC sistem phasedown kredit implement to https://t.co/hR8XWhs57v berdasarkan penetrasi pasar, penetration, mengurangi kredit sebagai teknologi credit meningkatkan pasar mereka, daripada phasedown membiarkan Kongres memilih pemenang dn pecundang. reducing https://t.co/ymor8VwSLh https://t.co/hR8XWh57v",0
"We must do everything we can to unleash American energy development, especially as the current administration does the opposite.","Kita harus melakukan segala as sesuatu yang kita bisa untuk especially melepaskan can pengembangan energi Amerika, administration terutama karena administrasi saat ini tdk sebaliknya.",0
"Omicron poses a challenge our pandemic responsebut thanks to Democrats American Rescue Plan, the U.S. is better prepared to handle new variants. Our historic investments in public health are paying off with more vaccines and  detection, but we cant stop here. #BuildBackBetter. https://t.co/jxYNipwES3","Omicron menantang the respon pandemi Democrats better kita tapi berkat Rencana Penyelamatan Amerika Demokratis, health Amerika Serikat and lebih siap American untuk menangani varian baru. investasi bersejarah kita di kesehatan publik dibayar dengan lebih Plan, banyak vaksin we dn deteksi, tapi kita tidak our bisa cant berhenti di sini. #BuildBack betterter. https://t.co/jxYWES3",1
